host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,Year
J.T.,Brooklyn,Park Slope,40.6735,-73.97606,Private room,50,31,0,,
Lauren,Brooklyn,Bushwick,40.69788,-73.922,Entire home/apt,140,5,3,8/19/2018,2018
Alberto,Manhattan,Midtown,40.75016,-73.96925,Entire home/apt,175,3,5,12/14/2018,2018
Clement,Brooklyn,Williamsburg,40.7079,-73.94896,Private room,59,13,0,,
John,Brooklyn,Bushwick,40.69014,-73.91908,Private room,39,1,20,6/25/2019,2019
Gennaro,Brooklyn,Cobble Hill,40.68581,-73.99586,Private room,80,7,57,6/16/2019,2019
Abigail,Manhattan,Washington Heights,40.85068,-73.9372,Entire home/apt,65,2,4,3/31/2019,2019
Taryn,Staten Island,Rossville,40.5479,-74.21017,Entire home/apt,75,3,21,7/1/2019,2019
Olya,Brooklyn,Williamsburg,40.70937,-73.94113,Private room,94,2,18,6/23/2019,2019
Yosh,Manhattan,Little Italy,40.71778,-73.99801,Private room,91,3,35,4/23/2019,2019
Elsie,Brooklyn,Bushwick,40.68885,-73.91487,Private room,60,2,8,6/15/2019,2019
Kate,Brooklyn,Williamsburg,40.71882,-73.94943,Entire home/apt,260,2,1,6/28/2018,2018
Marj,Queens,Briarwood,40.71309,-73.8155,Shared room,73,1,2,5/20/2019,2019
Susye,Brooklyn,Windsor Terrace,40.65053,-73.97438,Entire home/apt,225,7,1,10/10/2018,2018
Kazuya,Queens,Sunnyside,40.735,-73.92038,Private room,34,30,2,3/24/2019,2019
Nina,Brooklyn,Williamsburg,40.71471,-73.94173,Private room,67,30,3,5/31/2019,2019
Corey,Manhattan,Upper East Side,40.76071,-73.96062,Entire home/apt,170,3,2,1/2/2019,2019
Putri,Brooklyn,Crown Heights,40.68054,-73.96278,Entire home/apt,190,2,1,8/10/2018,2018
Elena,Manhattan,Harlem,40.81889,-73.94269,Private room,40,21,0,,
Tyge,Manhattan,Washington Heights,40.85221,-73.93916,Private room,97,2,0,,
Genny,Staten Island,Port Richmond,40.63428,-74.13339,Private room,50,1,16,6/23/2019,2019
Petya,Staten Island,Concord,40.60307,-74.08441,Entire home/apt,100,1,25,7/1/2019,2019
Joy,Queens,Rego Park,40.73143,-73.85674,Shared room,65,3,8,6/30/2019,2019
Ash,Manhattan,Upper East Side,40.76776,-73.95214,Entire home/apt,220,3,3,4/9/2019,2019
Anqi,Manhattan,Upper West Side,40.78968,-73.97169,Entire home/apt,250,3,1,7/28/2018,2018
Alfredo,Brooklyn,Flatbush,40.6303,-73.96179,Entire home/apt,120,60,13,6/12/2019,2019
Param,Manhattan,Midtown,40.74897,-73.98642,Private room,120,3,2,6/5/2019,2019
Elizabeth,Manhattan,Inwood,40.86347,-73.92287,Private room,50,1,1,7/1/2018,2018
Allison,Manhattan,Murray Hill,40.74953,-73.9801,Private room,120,1,16,12/12/2018,2018
Debbie,Brooklyn,Park Slope,40.68176,-73.97891,Private room,66,3,2,5/19/2019,2019
Vlad,Manhattan,East Harlem,40.79778,-73.93921,Private room,80,1,60,7/7/2019,2019
Alexis,Staten Island,Stapleton,40.63705,-74.07722,Private room,80,1,4,10/25/2018,2018
Vlad,Manhattan,East Harlem,40.79657,-73.93913,Private room,80,1,49,5/20/2019,2019
Kyle,Brooklyn,Bushwick,40.69821,-73.91559,Private room,45,5,1,7/7/2018,2018
Vik,Queens,Long Island City,40.75694,-73.9308,Entire home/apt,129,2,21,6/16/2019,2019
Alexandra,Manhattan,Midtown,40.7424,-73.9837,Entire home/apt,220,3,0,,
Nick,Manhattan,West Village,40.73886,-74.00413,Entire home/apt,200,3,6,6/3/2019,2019
Sadie,Brooklyn,Bedford-Stuyvesant,40.68808,-73.92264,Private room,55,1,31,7/4/2019,2019
Lucy,Brooklyn,Bedford-Stuyvesant,40.68546,-73.94574,Private room,40,14,3,5/28/2019,2019
Genny,Staten Island,Port Richmond,40.63408,-74.13224,Private room,55,1,40,6/15/2019,2019
Eva,Manhattan,Financial District,40.70494,-74.00806,Private room,150,3,3,10/15/2018,2018
Lisa,Brooklyn,Crown Heights,40.67713,-73.95219,Private room,75,2,18,6/5/2019,2019
Sarah,Brooklyn,Flatbush,40.64245,-73.95216,Entire home/apt,75,2,42,7/5/2019,2019
Muhammad,Brooklyn,Kensington,40.63743,-73.97229,Private room,67,1,10,4/28/2019,2019
Nicole,Brooklyn,Crown Heights,40.67989,-73.96212,Entire home/apt,250,3,30,6/16/2019,2019
Akem & Terry,Brooklyn,Cypress Hills,40.67877,-73.89228,Entire home/apt,125,2,22,7/6/2019,2019
Jess,Manhattan,Washington Heights,40.84911,-73.93097,Private room,59,2,5,4/8/2019,2019
Lucia,Brooklyn,Williamsburg,40.71563,-73.95667,Entire home/apt,165,4,3,8/7/2018,2018
Alexandra,Brooklyn,Greenpoint,40.72724,-73.95401,Entire home/apt,195,3,11,6/9/2019,2019
Joule,Manhattan,Inwood,40.86764,-73.9259,Private room,50,2,17,6/18/2019,2019
Zoraida,Bronx,Bronxdale,40.85456,-73.86921,Entire home/apt,79,2,36,6/24/2019,2019
Lucia,Brooklyn,Williamsburg,40.71339,-73.95566,Private room,98,2,2,9/10/2018,2018
Sergii,Brooklyn,Greenpoint,40.72166,-73.9399,Shared room,36,30,0,,
Sergii,Brooklyn,Greenpoint,40.72177,-73.94166,Shared room,37,30,3,2/4/2019,2019
Juan,Manhattan,Upper West Side,40.77511,-73.99005,Entire home/apt,295,2,26,6/9/2019,2019
Gabriella,Brooklyn,Bushwick,40.70009,-73.94015,Private room,75,6,2,10/10/2018,2018
Sara,Manhattan,Upper West Side,40.78343,-73.9823,Entire home/apt,265,2,5,5/22/2019,2019
Jacob,Brooklyn,Bensonhurst,40.61559,-73.99027,Private room,79,2,0,,
Laurence,Brooklyn,Prospect Heights,40.67953,-73.97303,Entire home/apt,449,3,33,6/30/2019,2019
David,Manhattan,Midtown,40.7657,-73.98075,Entire home/apt,400,2,5,12/30/2018,2018
Anne,Brooklyn,Cobble Hill,40.68537,-73.99861,Entire home/apt,195,2,55,7/3/2019,2019
Christiana,Brooklyn,East Flatbush,40.65035,-73.94895,Private room,59,2,22,7/7/2019,2019
Konrad,Queens,Middle Village,40.71064,-73.87463,Entire home/apt,100,1,4,9/9/2018,2018
Shalisa,Brooklyn,Bedford-Stuyvesant,40.6915,-73.94327,Entire home/apt,100,1,30,6/30/2019,2019
Veronica,Manhattan,East Harlem,40.79486,-73.94038,Private room,80,5,15,6/27/2019,2019
Rex,Manhattan,Hell's Kitchen,40.75916,-73.99148,Shared room,96,10,1,10/8/2018,2018
Maria,Queens,St. Albans,40.70479,-73.76357,Private room,45,2,31,6/30/2019,2019
Noemi,Bronx,City Island,40.84879,-73.78987,Entire home/apt,125,2,23,7/7/2019,2019
Emil,Manhattan,Financial District,40.70989,-74.00813,Private room,85,3,4,6/21/2019,2019
Mich,Manhattan,Harlem,40.82235,-73.94846,Entire home/apt,250,2,27,6/21/2019,2019
Elvis,Staten Island,West Brighton,40.63402,-74.11375,Private room,40,33,1,7/4/2019,2019
Lucy,Brooklyn,Bedford-Stuyvesant,40.6858,-73.94654,Private room,43,30,0,,
Rita,Brooklyn,Bay Ridge,40.63562,-74.0318,Private room,55,1,4,12/30/2018,2018
Errol,Brooklyn,Clinton Hill,40.6902,-73.9669,Private room,150,2,5,6/28/2019,2019
Anh & David,Brooklyn,Park Slope,40.67469,-73.98368,Entire home/apt,229,2,55,7/5/2019,2019
Angelica,Manhattan,Harlem,40.8131,-73.94459,Private room,67,1,73,6/30/2019,2019
Angelica,Manhattan,Harlem,40.81493,-73.94403,Private room,69,1,67,6/15/2019,2019
Ada,Brooklyn,Williamsburg,40.70456,-73.9314,Private room,51,1,12,6/17/2019,2019
Patty,Brooklyn,Sunset Park,40.66264,-73.99174,Entire home/apt,275,4,5,1/1/2019,2019
Trisha,Brooklyn,Williamsburg,40.71682,-73.95107,Private room,200,1,0,,
Jack,Manhattan,Midtown,40.75786,-73.96679,Entire home/apt,200,7,8,12/4/2018,2018
Tom,Manhattan,Upper East Side,40.78351,-73.94709,Private room,75,1,6,6/23/2019,2019
Christopher,Brooklyn,East Flatbush,40.63314,-73.94537,Entire home/apt,80,2,22,3/24/2019,2019
Alex,Manhattan,Midtown,40.74431,-73.98196,Entire home/apt,350,5,36,6/9/2019,2019
Bernarda,Brooklyn,Bergen Beach,40.62402,-73.91681,Entire home/apt,85,3,31,7/8/2019,2019
Amber,Brooklyn,Bushwick,40.69825,-73.93725,Private room,46,7,3,7/15/2018,2018
Mich,Manhattan,Harlem,40.82154,-73.94925,Entire home/apt,135,2,23,6/13/2019,2019
Rachael,Brooklyn,Fort Greene,40.68664,-73.97683,Entire home/apt,200,5,2,10/28/2018,2018
Kim,Brooklyn,Bedford-Stuyvesant,40.69474,-73.95498,Entire home/apt,125,10,2,11/24/2018,2018
Alan,Queens,Flushing,40.75548,-73.83042,Private room,190,2,0,,
Likowsky,Manhattan,Harlem,40.82081,-73.95474,Private room,58,1,5,8/19/2018,2018
Janie,Brooklyn,Williamsburg,40.71239,-73.96775,Entire home/apt,150,10,1,8/8/2018,2018
Owen,Brooklyn,Fort Greene,40.68803,-73.9733,Entire home/apt,120,3,9,6/14/2019,2019
Alberto,Queens,Long Island City,40.76648,-73.94098,Private room,90,1,30,6/10/2019,2019
Taylor,Queens,Elmhurst,40.73885,-73.87676,Private room,74,1,11,9/20/2018,2018
Marine,Brooklyn,Crown Heights,40.67508,-73.91788,Private room,99,1,19,6/24/2019,2019
Rauf,Brooklyn,Flatbush,40.64613,-73.95354,Private room,53,2,45,7/5/2019,2019
John,Manhattan,Hell's Kitchen,40.75505,-73.99531,Private room,120,7,6,6/14/2019,2019
Roger,Brooklyn,Greenpoint,40.72478,-73.9383,Entire home/apt,250,2,6,5/19/2019,2019
Lucy,Queens,Long Island City,40.74753,-73.93918,Shared room,30,1,15,7/1/2019,2019
Joey,Brooklyn,Williamsburg,40.7197,-73.95745,Entire home/apt,209,3,3,10/3/2018,2018
Lola,Brooklyn,Greenpoint,40.72756,-73.95628,Entire home/apt,140,3,1,5/25/2019,2019
John,Manhattan,Hell's Kitchen,40.7551,-73.99556,Private room,99,7,8,4/26/2019,2019
Joseph,Brooklyn,Prospect-Lefferts Gardens,40.66242,-73.95607,Private room,50,1,0,,
Stanley,Manhattan,Murray Hill,40.7503,-73.97605,Entire home/apt,200,30,0,,
Tarry,Manhattan,Upper East Side,40.7861,-73.95434,Private room,80,1,57,5/4/2019,2019
Stanley,Manhattan,Murray Hill,40.74891,-73.97719,Entire home/apt,200,30,1,5/23/2019,2019
Robert,Manhattan,SoHo,40.72292,-74.00456,Entire home/apt,300,1,0,,
Sabine,Queens,Ditmars Steinway,40.77685,-73.90824,Private room,50,2,58,5/29/2019,2019
Taina,Manhattan,East Harlem,40.78875,-73.9476,Private room,85,1,39,6/23/2019,2019
Ernesto,Brooklyn,Bushwick,40.69934,-73.92265,Private room,50,3,20,1/1/2019,2019
Daphna,Brooklyn,Crown Heights,40.67499,-73.95729,Entire home/apt,84,2,16,11/19/2018,2018
Brock,Queens,Ditmars Steinway,40.77188,-73.91157,Private room,79,6,6,4/26/2019,2019
Phil,Manhattan,Lower East Side,40.72119,-73.98339,Entire home/apt,79,2,32,6/26/2019,2019
Jackson,Brooklyn,Prospect-Lefferts Gardens,40.65529,-73.95971,Entire home/apt,130,1,16,6/17/2019,2019
Ariane,Manhattan,Upper West Side,40.7786,-73.97578,Entire home/apt,350,7,1,8/20/2018,2018
Sean,Brooklyn,Flatbush,40.65401,-73.96212,Entire home/apt,125,1,22,3/24/2019,2019
Deborah,Queens,Rosedale,40.65695,-73.73617,Entire home/apt,80,1,106,6/29/2019,2019
Lamar,Manhattan,Harlem,40.81857,-73.9402,Entire home/apt,100,2,18,6/1/2019,2019
Jake,Brooklyn,Williamsburg,40.71111,-73.94736,Private room,70,3,11,6/1/2019,2019
Natia,Brooklyn,Bushwick,40.69952,-73.92623,Private room,60,7,0,,
Julian,Manhattan,Hell's Kitchen,40.75825,-73.98982,Private room,125,1,54,6/19/2019,2019
Jonny,Brooklyn,Williamsburg,40.7155,-73.95724,Shared room,100,1,31,6/30/2019,2019
Courtney,Manhattan,SoHo,40.72182,-74.00255,Entire home/apt,450,2,1,6/4/2019,2019
Zhaoyun,Manhattan,Midtown,40.74843,-73.98259,Entire home/apt,150,2,2,8/11/2018,2018
Jason,Brooklyn,Brooklyn Heights,40.69177,-73.99388,Private room,89,1,44,7/6/2019,2019
Miho,Manhattan,East Harlem,40.78978,-73.94138,Entire home/apt,90,5,0,,
Raymond,Manhattan,Upper East Side,40.75954,-73.96022,Entire home/apt,250,30,0,,
Dana,Brooklyn,Sunset Park,40.66073,-73.98983,Entire home/apt,265,3,23,7/1/2019,2019
Liza,Manhattan,Lower East Side,40.71452,-73.98201,Entire home/apt,225,4,2,1/2/2019,2019
Karen,Manhattan,Harlem,40.81932,-73.95765,Private room,55,3,4,1/1/2019,2019
John,Manhattan,Hell's Kitchen,40.75577,-73.99687,Private room,120,30,3,6/2/2019,2019
Michael,Brooklyn,South Slope,40.66154,-73.98283,Entire home/apt,210,2,35,6/29/2019,2019
Mary,Manhattan,Midtown,40.76151,-73.97894,Entire home/apt,599,2,3,1/3/2019,2019
Jennifer,Brooklyn,Flatbush,40.65195,-73.95645,Private room,65,1,7,4/24/2019,2019
Tk,Brooklyn,Greenpoint,40.72225,-73.94328,Private room,115,1,6,9/27/2018,2018
Michael,Brooklyn,Bushwick,40.70103,-73.91901,Private room,50,2,5,7/29/2018,2018
Kathryn,Manhattan,Washington Heights,40.84918,-73.93775,Private room,70,1,31,5/5/2019,2019
Jen,Manhattan,Harlem,40.80718,-73.94907,Entire home/apt,80,2,3,1/7/2019,2019
Nuno,Brooklyn,Bedford-Stuyvesant,40.68497,-73.9543,Private room,110,3,38,6/23/2019,2019
Brett-Michael,Brooklyn,Bedford-Stuyvesant,40.68812,-73.92353,Private room,115,3,2,8/3/2018,2018
Jasmine,Brooklyn,Williamsburg,40.7164,-73.95438,Entire home/apt,259,7,0,,
Melissa,Brooklyn,Bedford-Stuyvesant,40.69405,-73.95592,Shared room,38,1,12,6/8/2019,2019
Niccolo,Brooklyn,DUMBO,40.70328,-73.9899,Private room,150,1,1,6/30/2018,2018
Maria Ivy,Queens,Long Island City,40.75192,-73.94074,Entire home/apt,125,2,6,1/3/2019,2019
Emma,Manhattan,Harlem,40.81186,-73.93922,Private room,125,3,6,6/23/2019,2019
Jenya,Manhattan,Midtown,40.75468,-73.96563,Entire home/apt,180,4,11,6/23/2019,2019
Jana,Brooklyn,South Slope,40.6652,-73.98191,Private room,99,5,4,10/2/2018,2018
Lillie & Donald,Brooklyn,Bedford-Stuyvesant,40.69069,-73.92651,Entire home/apt,125,2,13,1/2/2019,2019
Jelani,Brooklyn,Clinton Hill,40.68697,-73.96063,Private room,59,3,10,6/5/2019,2019
Janine,Manhattan,Upper East Side,40.78023,-73.95069,Shared room,110,7,15,7/1/2019,2019
Mark,Brooklyn,East Flatbush,40.63863,-73.93826,Entire home/apt,300,5,2,6/19/2019,2019
Samantha,Brooklyn,Williamsburg,40.71446,-73.95992,Private room,50,1,4,8/13/2018,2018
Lucia,Manhattan,East Village,40.72777,-73.98568,Private room,99,6,5,5/20/2019,2019
Rebecca,Brooklyn,Bushwick,40.69585,-73.93094,Private room,70,7,0,,
Jeff,Queens,Hollis,40.71104,-73.78175,Entire home/apt,150,2,17,6/22/2019,2019
Myrna,Brooklyn,Sheepshead Bay,40.60369,-73.94511,Private room,36,7,8,5/17/2019,2019
Byron,Manhattan,Harlem,40.8072,-73.94313,Private room,149,2,13,5/8/2019,2019
Ada,Brooklyn,Williamsburg,40.70522,-73.93075,Private room,51,1,10,5/23/2019,2019
Floriana,Brooklyn,Williamsburg,40.70831,-73.96192,Private room,70,1,11,3/11/2019,2019
Ada,Brooklyn,Williamsburg,40.7052,-73.93017,Private room,49,1,6,6/9/2019,2019
Gina,Brooklyn,Fort Greene,40.68731,-73.9751,Private room,85,1,8,9/1/2018,2018
John,Manhattan,Hell's Kitchen,40.75561,-73.99543,Private room,55,30,3,5/30/2019,2019
John,Manhattan,Hell's Kitchen,40.75564,-73.99564,Private room,65,7,9,5/25/2019,2019
Alexandria,Brooklyn,Bushwick,40.6897,-73.921,Private room,99,1,4,7/13/2018,2018
Melissa,Brooklyn,Bedford-Stuyvesant,40.69303,-73.95636,Shared room,38,1,17,6/23/2019,2019
Gardell,Brooklyn,Prospect-Lefferts Gardens,40.65912,-73.94735,Entire home/apt,44,1,9,6/15/2019,2019
Paul,Brooklyn,Bedford-Stuyvesant,40.68202,-73.92295,Entire home/apt,345,2,25,6/22/2019,2019
Melissa,Brooklyn,Bedford-Stuyvesant,40.6944,-73.95674,Shared room,38,3,14,6/28/2019,2019
Laural,Manhattan,Gramercy,40.73557,-73.98038,Entire home/apt,150,3,1,7/15/2018,2018
Melissa,Brooklyn,Bedford-Stuyvesant,40.69299,-73.95675,Shared room,38,1,21,7/4/2019,2019
Ai,Manhattan,Upper West Side,40.79392,-73.97288,Entire home/apt,119,2,12,5/27/2019,2019
Izi,Queens,Long Island City,40.75286,-73.93539,Entire home/apt,71,3,32,6/29/2019,2019
J,Manhattan,Upper West Side,40.7956,-73.96702,Entire home/apt,200,15,1,11/30/2018,2018
Karen,Brooklyn,East Flatbush,40.64617,-73.92397,Private room,35,3,7,6/4/2019,2019
Sonder,Manhattan,Murray Hill,40.74444,-73.97355,Entire home/apt,185,29,0,,
Quincy,Manhattan,Flatiron District,40.74043,-73.99277,Entire home/apt,1500,3,5,5/20/2019,2019
Giovanna,Manhattan,Upper East Side,40.76258,-73.96252,Private room,150,1,82,6/16/2019,2019
Jelani,Brooklyn,Clinton Hill,40.6867,-73.9612,Private room,59,4,6,6/20/2019,2019
Catherine,Queens,Ridgewood,40.70254,-73.90679,Private room,34,2,2,7/27/2018,2018
Rikki,Brooklyn,Williamsburg,40.7108,-73.9618,Entire home/apt,225,1,3,11/4/2018,2018
Leli,Brooklyn,East New York,40.67502,-73.87277,Private room,80,2,8,6/16/2019,2019
Sarah,Manhattan,East Harlem,40.78866,-73.9507,Entire home/apt,250,1,0,,
Leli,Brooklyn,East New York,40.67519,-73.87372,Private room,50,2,6,6/12/2019,2019
Amardeep,Staten Island,Concord,40.59691,-74.087,Private room,30,4,26,6/25/2019,2019
Simranjeet,Staten Island,Concord,40.60531,-74.08893,Private room,30,4,16,7/1/2019,2019
Harold,Brooklyn,Windsor Terrace,40.64792,-73.97647,Entire home/apt,110,5,0,,
Simranjeet,Staten Island,Concord,40.60697,-74.08765,Private room,30,4,11,7/6/2019,2019
Abby,Brooklyn,Sheepshead Bay,40.5972,-73.95777,Shared room,40,5,12,7/1/2019,2019
Robert,Brooklyn,Downtown Brooklyn,40.69206,-73.98445,Entire home/apt,160,4,5,1/1/2019,2019
Dana,Brooklyn,Bedford-Stuyvesant,40.69557,-73.94033,Entire home/apt,100,3,5,12/31/2018,2018
Joey,Manhattan,Hell's Kitchen,40.76322,-73.99253,Entire home/apt,285,3,6,12/10/2018,2018
Elene,Brooklyn,Bushwick,40.70553,-73.91938,Private room,53,2,29,6/20/2019,2019
John,Manhattan,Hell's Kitchen,40.75386,-73.99562,Private room,55,7,6,5/18/2019,2019
Kevin4,Queens,Elmhurst,40.73753,-73.87054,Shared room,15,1,19,6/20/2019,2019
Leivan,Manhattan,Hell's Kitchen,40.76129,-73.98859,Private room,90,2,55,6/23/2019,2019
Nish,Brooklyn,Bushwick,40.70148,-73.91834,Entire home/apt,90,3,9,6/1/2019,2019
Brigit,Brooklyn,Cypress Hills,40.68816,-73.87193,Entire home/apt,90,2,34,6/24/2019,2019
Melinda,Manhattan,Inwood,40.86755,-73.9287,Private room,125,2,21,6/23/2019,2019
Michael,Brooklyn,Vinegar Hill,40.7023,-73.98394,Entire home/apt,159,14,0,,
Summer,Queens,Long Island City,40.7456,-73.94366,Entire home/apt,180,1,7,5/27/2019,2019
Nat,Manhattan,East Village,40.72521,-73.98316,Entire home/apt,120,5,2,1/2/2019,2019
Tyler,Queens,Ridgewood,40.70772,-73.9118,Private room,80,2,0,,
Rev. Simone,Queens,Jamaica,40.6837,-73.79343,Private room,75,2,1,5/19/2019,2019
Virginie,Brooklyn,Crown Heights,40.67664,-73.95172,Entire home/apt,210,1,0,,
Mehedhi,Queens,Woodside,40.74225,-73.90553,Entire home/apt,145,3,55,6/19/2019,2019
Sonder,Manhattan,Murray Hill,40.74417,-73.97206,Entire home/apt,189,29,0,,
Sonder,Manhattan,Financial District,40.70362,-74.00804,Entire home/apt,190,29,0,,
Sonder,Manhattan,Financial District,40.70569,-74.00929,Entire home/apt,190,29,0,,
Sonder,Manhattan,Financial District,40.70376,-74.00833,Entire home/apt,187,29,2,12/4/2018,2018
Sonder,Manhattan,Financial District,40.70506,-74.0079,Entire home/apt,185,29,1,10/1/2018,2018
Sonder,Manhattan,Chelsea,40.74154,-73.99527,Entire home/apt,250,29,0,,
Sonder,Manhattan,Murray Hill,40.7445,-73.97222,Entire home/apt,170,29,0,,
Amanda,Queens,Sunnyside,40.74611,-73.91548,Entire home/apt,72,2,14,9/29/2018,2018
Kazuya,Queens,Jackson Heights,40.7488,-73.88045,Private room,39,30,1,4/1/2019,2019
Cathy,Queens,Far Rockaway,40.60395,-73.74904,Private room,55,1,27,7/7/2019,2019
Ana,Queens,Astoria,40.75523,-73.91297,Private room,59,2,30,6/26/2019,2019
Kazuya,Queens,Woodside,40.74033,-73.89342,Private room,33,30,1,1/25/2019,2019
Dian,Manhattan,Stuyvesant Town,40.73391,-73.97857,Private room,55,4,1,7/6/2018,2018
Clarise,Brooklyn,Flatbush,40.64258,-73.95952,Private room,65,30,0,,
Elizabeth,Manhattan,Midtown,40.75486,-73.97252,Private room,125,3,8,9/16/2018,2018
Naheel,Brooklyn,Williamsburg,40.71574,-73.9665,Entire home/apt,200,3,11,4/9/2019,2019
Jonathan,Manhattan,Little Italy,40.71737,-73.99861,Entire home/apt,400,2,2,8/14/2018,2018
César Julio,Manhattan,Hell's Kitchen,40.76117,-73.99169,Private room,80,22,1,8/1/2018,2018
Jonathan,Manhattan,Greenwich Village,40.73036,-73.99358,Entire home/apt,220,4,1,7/11/2018,2018
Nïco,Brooklyn,Clinton Hill,40.6955,-73.96446,Entire home/apt,130,1,35,6/30/2019,2019
Yooin,Manhattan,Morningside Heights,40.80998,-73.95756,Entire home/apt,90,1,25,6/25/2019,2019
Hiram,Brooklyn,Bushwick,40.69164,-73.91513,Shared room,47,1,9,7/1/2019,2019
Vincent,Brooklyn,Bedford-Stuyvesant,40.69101,-73.93773,Private room,118,1,29,7/1/2019,2019
Stacey,Brooklyn,South Slope,40.66501,-73.98112,Entire home/apt,145,2,8,5/13/2019,2019
Mayur,Manhattan,Theater District,40.75934,-73.98755,Private room,85,4,14,6/29/2019,2019
Marisha,Brooklyn,Bushwick,40.6914,-73.90675,Private room,75,4,4,10/16/2018,2018
Oscar,Bronx,University Heights,40.86255,-73.90669,Private room,80,3,52,6/24/2019,2019
Priyanka,Brooklyn,Bedford-Stuyvesant,40.68932,-73.95887,Private room,40,2,2,1/13/2019,2019
Angela,Brooklyn,Williamsburg,40.71648,-73.94452,Entire home/apt,110,1,52,6/23/2019,2019
Alicia,Brooklyn,Bushwick,40.69972,-73.92362,Private room,80,3,0,,
Al,Queens,Flushing,40.75819,-73.81977,Private room,60,1,6,8/11/2018,2018
Tami,Brooklyn,East Flatbush,40.64834,-73.95161,Private room,50,1,37,6/25/2019,2019
Lee,Brooklyn,Bushwick,40.69298,-73.90685,Private room,58,5,1,8/18/2018,2018
Brittany,Brooklyn,Clinton Hill,40.68962,-73.96062,Entire home/apt,150,6,16,6/20/2019,2019
Angel,Manhattan,Harlem,40.81488,-73.94415,Private room,49,1,12,7/28/2018,2018
Umut&Deniz,Manhattan,Lower East Side,40.72051,-73.98777,Private room,69,3,1,5/20/2019,2019
Ben,Manhattan,Chinatown,40.71515,-73.99827,Private room,99,3,30,6/1/2019,2019
Gary,Brooklyn,Prospect-Lefferts Gardens,40.66113,-73.95231,Entire home/apt,200,2,6,6/30/2019,2019
Mike,Manhattan,East Harlem,40.798,-73.93944,Private room,150,7,0,,
Barak,Manhattan,Lower East Side,40.72135,-73.98391,Entire home/apt,200,4,3,1/1/2019,2019
Regina,Brooklyn,Williamsburg,40.71906,-73.94039,Entire home/apt,125,4,2,7/2/2018,2018
Lionel,Brooklyn,Kensington,40.62896,-73.97494,Private room,70,1,34,7/1/2019,2019
Rebecca,Brooklyn,Crown Heights,40.67478,-73.94418,Private room,45,2,25,11/30/2018,2018
Mercedes,Brooklyn,Crown Heights,40.67863,-73.95859,Private room,70,1,2,9/30/2018,2018
Hamad,Queens,Queens Village,40.70789,-73.74073,Entire home/apt,75,3,134,7/7/2019,2019
Martin,Brooklyn,Williamsburg,40.70959,-73.95693,Private room,10,1,0,,
Christina,Manhattan,East Village,40.72256,-73.9848,Entire home/apt,150,3,6,11/25/2018,2018
Victoria,Brooklyn,Sunset Park,40.66236,-73.99037,Private room,55,2,41,6/30/2019,2019
Santiago,Manhattan,Morningside Heights,40.80624,-73.9634,Private room,90,1,7,7/31/2018,2018
Daniel,Manhattan,East Village,40.72634,-73.97625,Private room,139,2,31,6/26/2019,2019
Despina,Manhattan,Kips Bay,40.74174,-73.98162,Entire home/apt,120,25,7,10/31/2018,2018
Jacqueline,Queens,Glendale,40.70271,-73.87717,Entire home/apt,65,3,49,7/2/2019,2019
Eeman,Brooklyn,Sheepshead Bay,40.59689,-73.93353,Entire home/apt,83,1,35,6/18/2019,2019
Jeremy,Queens,Rockaway Beach,40.58756,-73.81371,Entire home/apt,149,1,41,7/2/2019,2019
Brian,Brooklyn,Navy Yard,40.69793,-73.96989,Private room,175,1,11,6/6/2019,2019
Carol Gloria,Bronx,Clason Point,40.81309,-73.85367,Private room,70,1,3,4/28/2019,2019
Paul,Queens,Rockaway Beach,40.58743,-73.81411,Private room,49,1,10,6/11/2019,2019
Talia,Brooklyn,Gowanus,40.68234,-73.98223,Entire home/apt,150,4,2,4/30/2019,2019
Andrea,Manhattan,Lower East Side,40.72003,-73.98928,Entire home/apt,180,4,23,7/1/2019,2019
Carol Gloria,Bronx,Clason Point,40.81225,-73.85502,Private room,80,1,4,7/1/2019,2019
Lotte,Manhattan,East Village,40.72607,-73.97851,Entire home/apt,220,3,3,6/27/2019,2019
Alex,Brooklyn,Bushwick,40.69505,-73.92968,Private room,30,10,4,5/11/2019,2019
Andrea,Manhattan,Harlem,40.81581,-73.94142,Entire home/apt,150,3,22,6/3/2019,2019
Michelle,Manhattan,Greenwich Village,40.73524,-73.99259,Entire home/apt,225,3,2,6/30/2019,2019
William,Manhattan,Midtown,40.7523,-73.99024,Entire home/apt,210,5,7,1/3/2019,2019
Sydney,Manhattan,Upper East Side,40.77669,-73.95283,Private room,299,1,4,6/23/2019,2019
Alwyn,Brooklyn,Flatbush,40.63338,-73.95074,Entire home/apt,110,4,18,6/30/2019,2019
Maria,Brooklyn,Fort Greene,40.68992,-73.97528,Private room,120,4,4,5/16/2019,2019
David,Brooklyn,Williamsburg,40.71142,-73.96141,Private room,80,5,1,8/14/2018,2018
Lou,Brooklyn,Sunset Park,40.66291,-73.995,Entire home/apt,330,1,34,6/11/2019,2019
Walter,Brooklyn,Brooklyn Heights,40.69174,-73.99283,Entire home/apt,150,2,4,8/27/2018,2018
Brian,Manhattan,Roosevelt Island,40.764,-73.94741,Private room,150,3,2,8/7/2018,2018
Laura-Lee,Manhattan,Hell's Kitchen,40.75524,-73.99362,Entire home/apt,99,1,34,6/28/2019,2019
